App,Reviews,Size,Installs,Type,Price,Last Updated,Current Ver
8 Ball Pool,0,52,"100,000,000",Free,0.0,2018-07-31,4.0.0
8 Ball Pool,47698,52,"100,000,000",Free,0.0,2018-07-31,4.0.0
Agar.io,14198297,32,"100,000,000",Free,0.0,2018-07-23,2.2.8
Agar.io,14198602,32,"100,000,000",Free,0.0,2018-07-23,2.2.8
Alto's Adventure,14200344,63,"10,000,000",Free,0.0,2018-06-05,1.7.1
Alto's Adventure,14200550,63,"10,000,000",Free,0.0,2018-06-05,1.7.1
Anger of stick 5 : zombie,14201891,23,"50,000,000",Free,0.0,2018-08-03,1.1.5
Anger of stick 5 : zombie,14201604,23,"50,000,000",Free,0.0,2018-08-03,1.1.5
Angry Birds 2,3816799,57,"100,000,000",Free,0.0,2018-07-26,2.21.1
Angry Birds Classic,3815614,97,"100,000,000",Free,0.0,2018-05-24,7.9.3
Angry Birds Classic,515657,97,"100,000,000",Free,0.0,2018-05-24,7.9.3
Angry Birds Classic,515240,97,"100,000,000",Free,0.0,2018-05-24,7.9.3
Angry Birds Classic,549039,97,"100,000,000",Free,0.0,2018-05-24,7.9.3
Angry Birds Classic,547644,97,"100,000,000",Free,0.0,2018-05-24,7.9.3
Angry Birds Rio,3883589,46,"100,000,000",Free,0.0,2018-07-03,2.6.9
Angry Birds Rio,5566669,46,"100,000,000",Free,0.0,2018-07-03,2.6.9
Angry Birds Rio,5566805,46,"100,000,000",Free,0.0,2018-07-03,2.6.9
Angry Birds Rio,5566889,46,"100,000,000",Free,0.0,2018-07-03,2.6.9
Barbie™ Fashion Closet,5566908,85,"10,000,000",Free,0.0,2018-07-30,1.3.7
Block Craft 3D: Building Simulator Games For Free,2610622,57,"50,000,000",Free,0.0,2018-03-05,2.10.2
Block Craft 3D: Building Simulator Games For Free,2610680,57,"50,000,000",Free,0.0,2018-03-05,2.10.2
Block Puzzle,2610328,7.8,"5,000,000",Free,0.0,2018-03-06,2.9
Block Puzzle,68057,7.8,"5,000,000",Free,0.0,2018-03-06,2.9
Block Puzzle,1480189,7.8,"5,000,000",Free,0.0,2018-03-06,2.9
Block Puzzle,1480182,7.8,"5,000,000",Free,0.0,2018-03-06,2.9
Block Puzzle Classic Legend !,946926,4.9,"5,000,000",Free,0.0,2018-04-13,2.9
Block Puzzle Classic Legend !,946926,4.9,"5,000,000",Free,0.0,2018-04-13,2.9
Bubble Shooter,1534466,46,"10,000,000",Free,0.0,2018-07-17,1.20.1
Bubble Shooter,1535084,46,"10,000,000",Free,0.0,2018-07-17,1.20.1
Bubble Shooter,1535973,46,"10,000,000",Free,0.0,2018-07-17,1.20.1
Bubble Shooter,1535973,46,"10,000,000",Free,0.0,2018-07-17,1.20.1
Bubble Shooter,1536349,50,"5,000,000",Free,0.0,2017-09-13,4.4
Candy Bomb,148895,20,"10,000,000",Free,0.0,2018-07-04,2.9.3181
Candy Crush Jelly Saga,148945,78,"50,000,000",Free,0.0,2018-07-20,2.1.10
Candy Crush Jelly Saga,148990,78,"50,000,000",Free,0.0,2018-07-20,2.1.10
Candy Crush Saga,43576,74,"500,000,000",Free,0.0,2018-07-05,1.129.0.2
Candy Crush Saga,23005,74,"500,000,000",Free,0.0,2018-07-05,1.129.0.2
Candy Crush Saga,23043,74,"500,000,000",Free,0.0,2018-07-05,1.129.0.2
Candy Crush Saga,42145,74,"500,000,000",Free,0.0,2018-07-05,1.129.0.2
Candy Crush Saga,1300490,74,"500,000,000",Free,0.0,2018-07-05,1.129.0.2
Candy Crush Saga,1300619,74,"500,000,000",Free,0.0,2018-07-05,1.129.0.2
Candy Crush Soda Saga,22426677,67,"100,000,000",Free,0.0,2018-07-10,1.118.4
Candy Crush Soda Saga,22428456,67,"100,000,000",Free,0.0,2018-07-10,1.118.4
Candy Crush Soda Saga,22428456,67,"100,000,000",Free,0.0,2018-07-10,1.118.4
Castle Clash: Heroes of the Empire US,22429716,24,"50,000,000",Free,0.0,2018-07-17,1.4.51
Chess Free,22430188,15,"50,000,000",Free,0.0,2018-06-07,2.72
Choices: Stories You Play,22430188,93,"10,000,000",Free,0.0,2018-07-30,2.3.5
Clash of Clans,6198563,98,"100,000,000",Free,0.0,2018-07-15,10.322.16
Clash of Clans,6198880,98,"100,000,000",Free,0.0,2018-07-15,10.322.16
Clash of Clans,6199095,98,"100,000,000",Free,0.0,2018-07-15,10.322.16
Clash Royale,4578476,97,"100,000,000",Free,0.0,2018-06-27,2.3.2
Clash Royale,1375988,97,"100,000,000",Free,0.0,2018-06-27,2.3.2
Clash Royale,807338,97,"100,000,000",Free,0.0,2018-06-27,2.3.2
Color by Number – New Coloring Book,44891723,24,"5,000,000",Free,0.0,2018-08-01,2.0.6
Color by Number – New Coloring Book,44891723,24,"5,000,000",Free,0.0,2018-08-01,2.0.6
Cooking Fever,44893888,82,"100,000,000",Free,0.0,2018-07-12,2.8.0
Cooking Fever,23133508,82,"100,000,000",Free,0.0,2018-07-12,2.8.0
Crossy Road,23134775,60,"100,000,000",Free,0.0,2018-08-01,3.1.0
Crossy Road,23136735,60,"100,000,000",Free,0.0,2018-08-01,3.1.0
Cut the Rope FULL FREE,141529,49,"100,000,000",Free,0.0,2018-07-05,3.7.2
Cut the Rope FULL FREE,142308,49,"100,000,000",Free,0.0,2018-07-05,3.7.2
DC Super Hero Girls™,3197865,95,"5,000,000",Free,0.0,2018-06-29,2.8.0
DEER HUNTER 2018,4229977,82,"10,000,000",Free,0.0,2018-06-26,5.1.2
DEER HUNTER 2018,2123381,82,"10,000,000",Free,0.0,2018-06-26,5.1.2
DINO HUNTER: DEADLY SHORES,2123793,54,"10,000,000",Free,0.0,2017-03-14,3.1.1
DINO HUNTER: DEADLY SHORES,43055,54,"10,000,000",Free,0.0,2017-03-14,3.1.1
DRAGON BALL LEGENDS,955656,48,"5,000,000",Free,0.0,2018-08-03,1.11.0
DRAGON BALL LEGENDS,955614,48,"5,000,000",Free,0.0,2018-08-03,1.11.0
DRAGON BALL LEGENDS,1381820,48,"5,000,000",Free,0.0,2018-08-03,1.11.0
Dream League Soccer 2018,1381624,74,"100,000,000",Free,0.0,2018-07-16,5.064
Dream League Soccer 2018,48615,74,"100,000,000",Free,0.0,2018-07-16,5.064
Dude Perfect 2,337752,70,"10,000,000",Free,0.0,2017-04-12,1.6.1
Dude Perfect 2,337913,70,"10,000,000",Free,0.0,2017-04-12,1.6.1
Earn to Die 2,338742,99,"50,000,000",Free,0.0,2017-04-12,1.3
Earn to Die 2,9882639,99,"50,000,000",Free,0.0,2017-04-12,1.3
Fallout Shelter,401425,25,"10,000,000",Free,0.0,2018-06-11,1.13.12
Farm Heroes Saga,401648,70,"100,000,000",Free,0.0,2018-07-26,5.1.8
Farm Heroes Saga,26247,70,"100,000,000",Free,0.0,2018-07-26,5.1.8
Farm Heroes Saga,1327265,70,"100,000,000",Free,0.0,2018-07-26,5.1.8
Farm Heroes Saga,1327269,70,"100,000,000",Free,0.0,2018-07-26,5.1.8
Flow Free,7614415,11,"100,000,000",Free,0.0,2018-04-11,4
Flow Free,7614407,11,"100,000,000",Free,0.0,2018-04-11,4
Flow Free,484981,11,"100,000,000",Free,0.0,2018-04-11,4
Flow Free,2157930,11,"100,000,000",Free,0.0,2018-04-11,4
Fruits Bomb,2157930,17,"10,000,000",Free,0.0,2018-07-06,3.3.3179
Fruits Bomb,2158580,17,"10,000,000",Free,0.0,2018-07-06,3.3.3179
Garena Free Fire,74695,53,"100,000,000",Free,0.0,2018-08-03,1.21.0
Garena Free Fire,506275,53,"100,000,000",Free,0.0,2018-08-03,1.21.0
Garena Free Fire,506275,53,"100,000,000",Free,0.0,2018-08-03,1.21.0
Garena Free Fire,506593,53,"100,000,000",Free,0.0,2018-08-03,1.21.0
Geometry Dash World,4128732,63,"10,000,000",Free,0.0,2017-12-22,1.03
Geometry Dash World,4129665,63,"10,000,000",Free,0.0,2017-12-22,1.03
Granny,5465624,59,"50,000,000",Free,0.0,2018-05-29,1.4.0.1
Granny,5476569,59,"50,000,000",Free,0.0,2018-05-29,1.4.0.1
Granny,5476569,59,"50,000,000",Free,0.0,2018-05-29,1.4.0.1
Granny,5534114,59,"50,000,000",Free,0.0,2018-05-29,1.4.0.1
Granny,760628,59,"50,000,000",Free,0.0,2018-05-29,1.4.0.1
Helix Jump,1137271,33,"100,000,000",Free,0.0,2018-04-09,1.0.6
Helix Jump,1137267,33,"100,000,000",Free,0.0,2018-04-09,1.0.6
Helix Jump,1138239,33,"100,000,000",Free,0.0,2018-04-09,1.0.6
Helix Jump,1128805,33,"100,000,000",Free,0.0,2018-04-09,1.0.6
Helix Jump,1107310,33,"100,000,000",Free,0.0,2018-04-09,1.0.6
Helix Jump,1107197,33,"100,000,000",Free,0.0,2018-04-09,1.0.6
Hello Kitty Nail Salon,1497361,24,"50,000,000",Free,0.0,2018-04-17,1.5
Hill Climb Racing,1498648,63,"100,000,000",Free,0.0,2018-07-02,1.37.2
Hill Climb Racing,1499373,63,"100,000,000",Free,0.0,2018-07-02,1.37.2
Hill Climb Racing,1500999,63,"100,000,000",Free,0.0,2018-07-02,1.37.2
Hill Climb Racing,1500622,63,"100,000,000",Free,0.0,2018-07-02,1.37.2
Honkai Impact 3rd,8923847,82,"1,000,000",Free,0.0,2018-07-03,2.2.1
Honkai Impact 3rd,8921451,82,"1,000,000",Free,0.0,2018-07-03,2.2.1
Hungry Shark Evolution,2750410,100,"100,000,000",Free,0.0,2018-07-25,6.0.0
Hungry Shark Evolution,2750645,100,"100,000,000",Free,0.0,2018-07-25,6.0.0
Hungry Shark Evolution,3093358,100,"100,000,000",Free,0.0,2018-07-25,6.0.0
Hungry Shark World,3093932,27,"50,000,000",Free,0.0,2018-07-18,3.0.0
Hungry Shark World,59017,27,"50,000,000",Free,0.0,2018-07-18,3.0.0
Idle Heroes,59017,99,"10,000,000",Free,0.0,2018-05-30,1.14.0
Jetpack Joyride,6074334,96,"100,000,000",Free,0.0,2018-07-19,1.10.12
Jetpack Joyride,6074627,96,"100,000,000",Free,0.0,2018-07-19,1.10.12
Jewels Star: OZ adventure,6071542,14,"1,000,000",Free,0.0,2017-12-29,1.3
Jewels Star: OZ adventure,1242855,14,"1,000,000",Free,0.0,2017-12-29,1.3
Jurassic World™ Alive,1243017,70,"5,000,000",Free,0.0,2018-08-02,1.3.15
kick the buddy,21892,19,"10,000",Free,0.0,2018-07-19,1
Knife Hit,309176,60,"10,000,000",Free,0.0,2018-05-22,1.7.2
Love Balls,294,40,"50,000,000",Free,0.0,2018-07-31,1.2.7
MARVEL Contest of Champions,2308916,92,"50,000,000",Free,0.0,2018-07-30,19.1.0
MARVEL Contest of Champions,360630,92,"50,000,000",Free,0.0,2018-07-30,19.1.0
MARVEL Strike Force,592068,91,"5,000,000",Free,0.0,2018-07-31,1.4.0
MARVEL Strike Force,592282,91,"5,000,000",Free,0.0,2018-07-31,1.4.0
Merge Dragons!,592504,91,"5,000,000",Free,0.0,2018-07-30,3.6.0
Merge Dragons!,592504,91,"5,000,000",Free,0.0,2018-07-30,3.6.0
Miraculous Ladybug & Cat Noir - The Official Game,165928,99,"10,000,000",Free,0.0,2018-07-30,1.0.6
Miraculous Ladybug & Cat Noir - The Official Game,214777,99,"10,000,000",Free,0.0,2018-07-30,1.0.6
Miraculous Ladybug & Cat Noir - The Official Game,214819,99,"10,000,000",Free,0.0,2018-07-30,1.0.6
My Talking Angela,153381,99,"100,000,000",Free,0.0,2018-07-03,3.7.2.51
My Talking Angela,153649,99,"100,000,000",Free,0.0,2018-07-03,3.7.2.51
PAC-MAN,185382,37,"100,000,000",Free,0.0,2018-05-15,6.6.3
PAC-MAN,9881829,37,"100,000,000",Free,0.0,2018-05-15,6.6.3
Pixel Art: Color by Number Game,9881908,25,"10,000,000",Free,0.0,2018-07-17,3.9.2
Pixel Art: Color by Number Game,9883367,25,"10,000,000",Free,0.0,2018-07-17,3.9.2
Pixel Art: Color by Number Game,14891223,25,"10,000,000",Free,0.0,2018-07-17,3.9.2
Plants vs. Zombies FREE,14892469,69,"100,000,000",Free,0.0,2018-07-06,2.2.00
Plants vs. Zombies FREE,685981,69,"100,000,000",Free,0.0,2018-07-06,2.2.00
Plants vs. Zombies FREE,685450,69,"100,000,000",Free,0.0,2018-07-06,2.2.00
Plants vs. Zombies FREE,1125017,69,"100,000,000",Free,0.0,2018-07-06,2.2.00
Pokémon GO,1125438,85,"100,000,000",Free,0.0,2018-07-23,0.111.3
Pokémon GO,1125566,85,"100,000,000",Free,0.0,2018-07-23,0.111.3
Pou,4066989,24,"500,000,000",Free,0.0,2018-05-25,1.4.77
Pou,4066980,24,"500,000,000",Free,0.0,2018-05-25,1.4.77
Pou,4067651,24,"500,000,000",Free,0.0,2018-05-25,1.4.77
PUBG MOBILE,4067651,36,"50,000,000",Free,0.0,2018-07-24,0.7.0
PUBG MOBILE,10424925,36,"50,000,000",Free,0.0,2018-07-24,0.7.0
PUBG MOBILE,10421284,36,"50,000,000",Free,0.0,2018-07-24,0.7.0
PUBG MOBILE,10485308,36,"50,000,000",Free,0.0,2018-07-24,0.7.0
Racing in Car 2,10485334,38,"50,000,000",Free,0.0,2016-11-22,1
Racing in Car 2,10486018,38,"50,000,000",Free,0.0,2016-11-22,1
Rider,3715656,72,"10,000,000",Free,0.0,2017-07-17,1.2.1
Rider,3714270,72,"10,000,000",Free,0.0,2017-07-17,1.2.1
ROBLOX,3716278,67,"100,000,000",Free,0.0,2018-07-31,2.347.225742
ROBLOX,3697174,67,"100,000,000",Free,0.0,2018-07-31,2.347.225742
ROBLOX,234110,67,"100,000,000",Free,0.0,2018-07-31,2.347.225742
ROBLOX,234589,67,"100,000,000",Free,0.0,2018-07-31,2.347.225742
ROBLOX,655067,67,"100,000,000",Free,0.0,2018-07-31,2.347.225742
RULES OF SURVIVAL,655145,56,"10,000,000",Free,0.0,2018-08-01,1.180271.184729
RULES OF SURVIVAL,4447388,56,"10,000,000",Free,0.0,2018-08-01,1.180271.184729
Score! Hero,4449882,96,"100,000,000",Free,0.0,2018-06-13,1.751
Score! Hero,4449910,96,"100,000,000",Free,0.0,2018-06-13,1.751
Score! Hero,1343866,96,"100,000,000",Free,0.0,2018-06-13,1.751
Shadow Fight 2,1343106,88,"100,000,000",Free,0.0,2018-07-02,1.9.38
Subway Surfers,254258,76,"1,000,000,000",Free,0.0,2018-07-12,1.90.0
Subway Surfers,3778921,76,"1,000,000,000",Free,0.0,2018-07-12,1.90.0
Subway Surfers,3777822,76,"1,000,000,000",Free,0.0,2018-07-12,1.90.0
Subway Surfers,525517,76,"1,000,000,000",Free,0.0,2018-07-12,1.90.0
Super Jim Jump - pixel 3d,27722264,18,"1,000,000",Free,0.0,2018-07-11,2.2.3181
Super Jim Jump - pixel 3d,27723193,18,"1,000,000",Free,0.0,2018-07-11,2.2.3181
Super Jim Jump - pixel 3d,27724094,18,"1,000,000",Free,0.0,2018-07-11,2.2.3181
Swamp Attack,27725352,70,"50,000,000",Free,0.0,2018-06-29,3.0.1
Swamp Attack,27725352,70,"50,000,000",Free,0.0,2018-06-29,3.0.1
Talking Tom Gold Run,27711703,78,"100,000,000",Free,0.0,2018-07-31,2.8.2.59
Talking Tom Gold Run,10393,78,"100,000,000",Free,0.0,2018-07-31,2.8.2.59
Talking Tom Gold Run,10434,78,"100,000,000",Free,0.0,2018-07-31,2.8.2.59
Talking Tom Gold Run,10460,78,"100,000,000",Free,0.0,2018-07-31,2.8.2.59
Temple Run 2,2119218,62,"500,000,000",Free,0.0,2018-07-05,1.49.1
Temple Run 2,2119235,62,"500,000,000",Free,0.0,2018-07-05,1.49.1
Temple Run 2,2698348,62,"500,000,000",Free,0.0,2018-07-05,1.49.1
Temple Run 2,2698882,62,"500,000,000",Free,0.0,2018-07-05,1.49.1
Temple Run 2,2698889,62,"500,000,000",Free,0.0,2018-07-05,1.49.1
Temple Run 2,2694969,62,"500,000,000",Free,0.0,2018-07-05,1.49.1
The Game of Life,8118609,63,"100,000",Paid,2.99,2018-07-04,2.1.2
The Game of Life,8118937,63,"100,000",Paid,2.99,2018-07-04,2.1.2
The Sims™ FreePlay,8118937,31,"10,000,000",Free,0.0,2018-07-16,5.39.1
Traffic Racer,931595,53,"100,000,000",Free,0.0,2018-02-27,2.5
Traffic Racer,1351068,53,"100,000,000",Free,0.0,2018-02-27,2.5
Word Search,1351089,3.9,"10,000,000",Free,0.0,2018-06-06,1.1.3
Word Search,1351771,3.9,"10,000,000",Free,0.0,2018-06-06,1.1.3
Word Search,1889250,3.9,"10,000,000",Free,0.0,2018-06-06,1.1.3
Wordscapes,5387639,87,"10,000,000",Free,0.0,2018-08-02,1.0.47
Wordscapes,5387781,87,"10,000,000",Free,0.0,2018-08-02,1.0.47
Wordscapes,295241,87,"10,000,000",Free,0.0,2018-08-02,1.0.47
Wordscapes,295305,87,"10,000,000",Free,0.0,2018-08-02,1.0.47
Zombie Catchers,295576,75,"10,000,000",Free,0.0,2018-05-24,1.0.27
Zombie Catchers,230710,75,"10,000,000",Free,0.0,2018-05-24,1.0.27
Zombie Catchers,230727,75,"10,000,000",Free,0.0,2018-05-24,1.0.27
Zombie Catchers,230727,75,"10,000,000",Free,0.0,2018-05-24,1.0.27
Zombie Catchers,230849,75,"10,000,000",Free,0.0,2018-05-24,1.0.27
Zombie Hunter King,990491,50,"1,000,000",Free,0.0,2018-08-01,1.0.8
Zombie Hunter King,990586,50,"1,000,000",Free,0.0,2018-08-01,1.0.8
Zombie Hunter King,990723,50,"1,000,000",Free,0.0,2018-08-01,1.0.8
Zombie Hunter King,990663,50,"1,000,000",Free,0.0,2018-08-01,1.0.8
Bubble Witch 3 Saga,10538,78,"50,000,000",Free,0.0,2018-07-17,4.8.4
Farm Fruit Pop: Party Time,1732263,14,"1,000,000",Free,0.0,2018-08-02,1.9.2
Paint Hit,42053,33,"10,000,000",Free,0.0,2018-07-06,5.2
Snake VS Block,257724,32,"50,000,000",Free,0.0,2018-04-23,1.24
Rolly Vortex,18985,40,"10,000,000",Free,0.0,2018-05-25,1.7.0
Woody Puzzle,1385093,29,"1,000,000",Free,0.0,2018-08-03,1.0.9
Stack Jump,9305,40,"10,000,000",Free,0.0,2018-05-03,1.4.6
The Cube,8118880,38,"5,000,000",Free,0.0,2018-07-25,1.2.9
Extreme Car Driving Simulator,37023,52,"100,000,000",Free,0.0,2018-05-03,4.17.2
The Fish Master!,98123,54,"1,000,000",Free,0.0,2018-07-17,1.6
Color Road,21262,71,"10,000,000",Free,0.0,2018-07-19,2.5.0
Draw In,118253,73,"10,000,000",Free,0.0,2018-07-23,1.0.8
PLANK!,70226,38,"500,000",Free,0.0,2018-07-17,1.0.2
Looper!,2251012,62,"1,000,000",Free,0.0,2018-07-20,1.2.0
Trivia Crack,30253,95,"100,000,000",Free,0.0,2018-08-03,2.79.0
Will it Crush?,15763,16,"5,000,000",Free,0.0,2018-05-22,1.3.3
Tomb of the Mask,84911,39,"5,000,000",Free,0.0,2018-07-24,1.2.1
Baseball Boy!,46416,78,"10,000,000",Free,0.0,2018-07-27,1.7.2
Hello Stars,7196,31,"10,000,000",Free,0.0,2018-08-04,1.8.2
Tank Stars,48256,98,"10,000,000",Free,0.0,2018-07-11,1.1.1
Hole.io,6427773,85,"10,000,000",Free,0.0,2018-07-24,1.3.1
Mini Golf King - Multiplayer Game,25825,100,"5,000,000",Free,0.0,2018-07-20,3.04.1
Flip the Gun - Simulator Game,55380,86,"10,000,000",Free,0.0,2018-07-26,1.2
Mad Skills BMX 2,148177,80,"1,000,000",Free,0.0,2018-07-26,1.1.4
"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",101686,79,"1,000,000",Free,0.0,2018-07-19,3.00.11034
Word Link,174755,30,"10,000,000",Free,0.0,2018-08-01,2.2.7
Partymasters - Fun Idle Game,145353,63,"10,000,000",Free,0.0,2018-07-12,1.2.5
Grim Soul: Dark Fantasy Survival,195558,95,"5,000,000",Free,0.0,2018-07-18,1.1.1
New YAHTZEE® With Buddies Dice Game,41975,93,"5,000,000",Free,0.0,2018-07-05,5.6.5
Word Crossy - A crossword game,216675,53,"5,000,000",Free,0.0,2018-08-01,2.2.3
MLB TAP SPORTS BASEBALL 2018,541144,82,"1,000,000",Free,0.0,2018-06-27,1.2.1
Hero Hunters,29168,99,"5,000,000",Free,0.0,2018-07-31,1.7
Cooking Madness - A Chef's Restaurant Games,189773,49,"10,000,000",Free,0.0,2018-07-30,1.2.2
Ice Crush 2018 - A new Puzzle Matching Adventure,102107,25,"1,000,000",Free,0.0,2018-08-02,1.8.1
SHADOWGUN LEGENDS,240416,52,"1,000,000",Free,0.0,2018-07-16,0.5.4
Mafia City,32506,56,"10,000,000",Free,0.0,2018-08-03,1.3.205
"Cash, Inc. Money Clicker Game & Business Adventure",70747,85,"10,000,000",Free,0.0,2018-07-19,2.1.1.4.0
Dino War: Rise of Beasts,358817,81,"1,000,000",Free,0.0,2018-08-01,1.5.2
Tokyo Ghoul: Dark War,15403,82,"1,000,000",Free,0.0,2018-07-06,1.2.0
Last Shelter: Survival,38957,98,"5,000,000",Free,0.0,2018-08-04,1.250.078
Guns of Glory,100609,77,"10,000,000",Free,0.0,2018-07-31,2.0.2
Lineage 2: Revolution,168717,99,"5,000,000",Free,0.0,2018-07-11,1.05.20
Girls' Frontline,549720,96,"100,000",Free,0.0,2018-05-18,2.0081_206
Chapters: Interactive Stories,18996,96,"1,000,000",Free,0.0,2018-08-02,1.3.3
Master of Eternity(MOE),25094,70,"100,000",Free,0.0,2018-07-26,1.8.2
Clue,93033,35,"100,000",Paid,1.99,2018-07-30,2.2.5
The Room: Old Sins,120592,48,"100,000",Paid,4.99,2018-04-18,1.0.1
The Escapists,187972,84,"100,000",Paid,4.99,2018-04-26,1.1.0
Farming Simulator 18,2055,15,"100,000",Paid,4.99,2018-07-09,Varies with device
RollerCoaster Tycoon® Classic,73539,69,"100,000",Paid,5.99,2017-12-21,1.2.1.1712080
Call of Duty:Black Ops Zombies,5829,46,"100,000",Paid,6.99,2016-12-20,1.0.11
Star Wars ™: DIRTY,19922,15,"100,000",Paid,9.99,2015-10-19,1.0.6
Monument Valley 2,21119,33,"100,000",Paid,4.99,2017-11-30,1.2.9
Solitaire TriPeaks,7412,52,"10,000,000",Free,0.0,2018-08-01,4.6.2.46103
Hustle Castle: Fantasy Kingdom,10795,64,"10,000,000",Free,0.0,2018-07-27,1.5.4
Might & Magic: Elemental Guardians,13004,35,"500,000",Free,0.0,2018-07-12,1.93
Game of Thrones: Conquest™,38207,97,"1,000,000",Free,0.0,2018-08-03,1.8.225278
Love Nikki-Dress UP Queen,9394,93,"5,000,000",Free,0.0,2018-07-24,3.0.0
Summoners War,446434,28,"50,000,000",Free,0.0,2018-07-30,4.0.1
FINAL FANTASY BRAVE EXVIUS,522466,83,"5,000,000",Free,0.0,2018-07-17,3.0.2
Fate/Grand Order (English),584126,55,"500,000",Free,0.0,2018-07-26,1.18.0
Lords Mobile: Battle of the Empires - Strategy RPG,32551,14,"50,000,000",Free,0.0,2018-07-26,1.76
War and Order,90218,81,"5,000,000",Free,0.0,2018-07-18,1.1.8
Yes day,212524,94,"100,000,000",Free,0.0,2018-06-28,1_39_93
Sweet Fruit Candy,2045554,29,"10,000,000",Free,0.0,2018-07-16,79
Shoot Bubble - Fruit Splash,745684,29,"5,000,000",Free,0.0,2018-05-11,14
Cover Fire: offline shooting games for free,3057481,31,"10,000,000",Free,0.0,2018-08-03,1.8.20
Soul Knight,10055521,59,"10,000,000",Free,0.0,2018-08-01,1.8.4
Major Mayhem,197540,39,"10,000,000",Free,0.0,2017-06-28,108
Zombie Hunter: Post Apocalypse Survival Games,725897,66,"10,000,000",Free,0.0,2017-07-28,2.4.2
Battlelands Royale,1559650,61,"1,000,000",Free,0.0,2018-07-16,0.5.8
Once Upon a Tower,292164,49,"1,000,000",Free,0.0,2018-01-24,8
TEKKEN™,520962,38,"5,000,000",Free,0.0,2018-07-26,1.3
diep.io,696,20,"10,000,000",Free,0.0,2018-03-16,1.2.7
Dragon Hills,105620,66,"10,000,000",Free,0.0,2017-10-12,1.2.7
Bus Rush: Subway Edition,37139,57,"100,000,000",Free,0.0,2018-08-01,1.15.2
Runner 3d like,347883,32,"100,000",Free,0.0,2018-08-03,1.0.7
War Robots,343263,33,"50,000,000",Free,0.0,2018-07-25,4.1.1
GUNSHIP BATTLE: Helicopter 3D,354373,75,"50,000,000",Free,0.0,2018-08-01,2.6.61
Quiz: Logo game,753043,29,"10,000,000",Free,0.0,2018-08-03,6.2
Bubble Shooter Genies,559,41,"5,000,000",Free,0.0,2018-06-04,1.9.1
Blossom Blast Saga,3073251,63,"10,000,000",Free,0.0,2018-07-05,57.0.8
Gems or jewels ?,26649,13,"10,000,000",Free,0.0,2018-08-03,1.0.109
Jewels classic Prince,306764,15,"5,000,000",Free,0.0,2018-06-15,2.4.2
Fruit Block - Puzzle Legend,280098,33,"10,000,000",Free,0.0,2018-07-23,60
1LINE – One Line with One Touch,1125438,10,"10,000,000",Free,0.0,2018-08-03,2.0.4
Stick War: Legacy,171448,77,"10,000,000",Free,0.0,2018-05-10,1.7.04
Super Jabber Jump 3,47644,23,"5,000,000",Free,0.0,2018-07-11,2.5.3182
Rush,125647,51,"10,000,000",Free,0.0,2018-02-14,1.1
Rope Hero Return of a Legend,4355,96,"1,000,000",Free,0.0,2016-08-26,1
Draw a Stickman: EPIC 2 Free,214878,24,"10,000,000",Free,0.0,2018-06-14,1.2.1.49
Super Mario Run,155186,70,"100,000,000",Free,0.0,2018-07-12,3.0.11
STARDOM: THE A-LIST,34494,29,"1,000,000",Free,0.0,2014-09-12,2.1.8
Asphalt 8: Airborne,9951,92,"100,000,000",Free,0.0,2018-07-04,3.7.1a
Lep's World 2 🍀🍀,213340,57,"100,000,000",Free,0.0,2018-06-07,1.9.8.0
Real City Car Driver,1221896,22,"10,000,000",Free,0.0,2018-08-01,2.8
Rolling Sky,152658,50,"50,000,000",Free,0.0,2018-08-03,Varies with device
Four In A Line Free,1703479,11,"5,000,000",Free,0.0,2018-06-11,1.58
Draw A Stickman,8389714,17,"1,000,000",Free,0.0,2017-05-19,1.1.0
Four In A Line,798522,3.0,"1,000,000",Free,0.0,2015-05-04,1.1
Cardi B Piano Game,13118,7.4,"10,000",Free,0.0,2017-11-15,2
MORTAL KOMBAT X,413609,18,"10,000,000",Free,0.0,2018-06-27,1.18.2
Pixel Gun 3D: Survival shooter & Battle Royale,133195,55,"50,000,000",Free,0.0,2018-07-04,15.1.2
B-52 Spirits of Glory Deluxe,29265,29,100,Paid,0.99,2017-09-02,1.5.9
B-Grade Renegade,50,64,"1,000",Paid,1.99,2017-10-17,0.8.17
CURSUM B,3039889,26,500,Paid,0.99,2017-06-20,1.0.0
Critical Ops,1305050,50,"10,000,000",Free,0.0,2018-07-31,0.9.10.f96
Hitman Sniper,4487182,29,"10,000,000",Paid,0.99,2018-07-12,1.7.110758
FRONTLINE COMMANDO: D-DAY,12,14,"10,000,000",Free,0.0,2014-05-16,3.0.4
Beach Buggy Blitz,24,47,"50,000,000",Free,0.0,2018-06-05,1.5
Vector,30,89,"100,000,000",Free,0.0,2016-07-18,1.2.0
Dr. Driving,1397944,9.9,"100,000,000",Free,0.0,2018-03-02,1.52
D Day World War II Commando Survival Shooting,408292,64,"100,000",Free,0.0,2018-05-25,1.2
Geometry Dash Meltdown,1736105,48,"50,000,000",Free,0.0,2017-12-22,1.01
Smash Hit,640974,79,"100,000,000",Free,0.0,2015-11-26,1.4.0
Temple Run,3058687,42,"100,000,000",Free,0.0,2018-08-02,1.9.1
Super Car F. Mod for MCPE,4972230,4.9,"50,000",Free,0.0,2018-07-19,3.0.1
